filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
CantusMA1537 p.22.jpg,1050003,{},282,28,"{""name"":""rect"",""x"":176,""y"":144,""width"":17,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,29,"{""name"":""rect"",""x"":205,""y"":151,""width"":15,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,30,"{""name"":""rect"",""x"":243,""y"":141,""width"":13,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,31,"{""name"":""rect"",""x"":420,""y"":149,""width"":18,""height"":23}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,32,"{""name"":""rect"",""x"":543,""y"":154,""width"":16,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,33,"{""name"":""rect"",""x"":600,""y"":158,""width"":15,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,34,"{""name"":""rect"",""x"":670,""y"":144,""width"":11,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,35,"{""name"":""rect"",""x"":701,""y"":153,""width"":12,""height"":23}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,36,"{""name"":""rect"",""x"":777,""y"":151,""width"":17,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,37,"{""name"":""rect"",""x"":450,""y"":252,""width"":13,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,38,"{""name"":""rect"",""x"":690,""y"":263,""width"":13,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,39,"{""name"":""rect"",""x"":708,""y"":262,""width"":14,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,40,"{""name"":""rect"",""x"":775,""y"":261,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,41,"{""name"":""rect"",""x"":820,""y"":262,""width"":11,""height"":23}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,42,"{""name"":""rect"",""x"":843,""y"":260,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,43,"{""name"":""rect"",""x"":196,""y"":374,""width"":14,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,44,"{""name"":""rect"",""x"":380,""y"":371,""width"":15,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,45,"{""name"":""rect"",""x"":662,""y"":388,""width"":12,""height"":23}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,46,"{""name"":""rect"",""x"":680,""y"":394,""width"":13,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,47,"{""name"":""rect"",""x"":708,""y"":388,""width"":16,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,48,"{""name"":""rect"",""x"":773,""y"":366,""width"":18,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,49,"{""name"":""rect"",""x"":142,""y"":503,""width"":14,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,50,"{""name"":""rect"",""x"":229,""y"":476,""width"":16,""height"":23}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,51,"{""name"":""rect"",""x"":254,""y"":480,""width"":17,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,52,"{""name"":""rect"",""x"":304,""y"":475,""width"":15,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,53,"{""name"":""rect"",""x"":349,""y"":488,""width"":15,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,54,"{""name"":""rect"",""x"":388,""y"":486,""width"":16,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,55,"{""name"":""rect"",""x"":444,""y"":493,""width"":17,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,56,"{""name"":""rect"",""x"":470,""y"":486,""width"":15,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,57,"{""name"":""rect"",""x"":502,""y"":479,""width"":14,""height"":31}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,58,"{""name"":""rect"",""x"":521,""y"":494,""width"":14,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,59,"{""name"":""rect"",""x"":562,""y"":484,""width"":15,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,60,"{""name"":""rect"",""x"":628,""y"":498,""width"":14,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,61,"{""name"":""rect"",""x"":679,""y"":497,""width"":15,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,62,"{""name"":""rect"",""x"":697,""y"":496,""width"":15,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,63,"{""name"":""rect"",""x"":748,""y"":470,""width"":12,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,64,"{""name"":""rect"",""x"":760,""y"":469,""width"":12,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,65,"{""name"":""rect"",""x"":826,""y"":484,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,66,"{""name"":""rect"",""x"":276,""y"":596,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,67,"{""name"":""rect"",""x"":302,""y"":595,""width"":14,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,68,"{""name"":""rect"",""x"":327,""y"":594,""width"":15,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,69,"{""name"":""rect"",""x"":355,""y"":594,""width"":15,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,70,"{""name"":""rect"",""x"":381,""y"":595,""width"":16,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,71,"{""name"":""rect"",""x"":422,""y"":579,""width"":14,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,72,"{""name"":""rect"",""x"":464,""y"":595,""width"":15,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,73,"{""name"":""rect"",""x"":516,""y"":594,""width"":13,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,74,"{""name"":""rect"",""x"":555,""y"":604,""width"":15,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,75,"{""name"":""rect"",""x"":587,""y"":588,""width"":16,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,76,"{""name"":""rect"",""x"":614,""y"":595,""width"":15,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,77,"{""name"":""rect"",""x"":662,""y"":590,""width"":16,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,78,"{""name"":""rect"",""x"":715,""y"":609,""width"":15,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,79,"{""name"":""rect"",""x"":755,""y"":601,""width"":16,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,80,"{""name"":""rect"",""x"":778,""y"":596,""width"":15,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,81,"{""name"":""rect"",""x"":833,""y"":615,""width"":15,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,82,"{""name"":""rect"",""x"":868,""y"":617,""width"":13,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,83,"{""name"":""rect"",""x"":178,""y"":708,""width"":13,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,84,"{""name"":""rect"",""x"":201,""y"":705,""width"":16,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,85,"{""name"":""rect"",""x"":286,""y"":705,""width"":15,""height"":23}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,86,"{""name"":""rect"",""x"":321,""y"":706,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,87,"{""name"":""rect"",""x"":346,""y"":705,""width"":15,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,88,"{""name"":""rect"",""x"":364,""y"":690,""width"":15,""height"":31}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,89,"{""name"":""rect"",""x"":386,""y"":711,""width"":15,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,90,"{""name"":""rect"",""x"":427,""y"":706,""width"":17,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,91,"{""name"":""rect"",""x"":510,""y"":727,""width"":16,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,92,"{""name"":""rect"",""x"":566,""y"":721,""width"":20,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,93,"{""name"":""rect"",""x"":628,""y"":723,""width"":17,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,94,"{""name"":""rect"",""x"":704,""y"":737,""width"":14,""height"":24}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,95,"{""name"":""rect"",""x"":763,""y"":722,""width"":15,""height"":32}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,96,"{""name"":""rect"",""x"":783,""y"":731,""width"":11,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,97,"{""name"":""rect"",""x"":807,""y"":731,""width"":16,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,98,"{""name"":""rect"",""x"":141,""y"":816,""width"":13,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,99,"{""name"":""rect"",""x"":154,""y"":814,""width"":11,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,100,"{""name"":""rect"",""x"":164,""y"":810,""width"":13,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,101,"{""name"":""rect"",""x"":176,""y"":819,""width"":12,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,102,"{""name"":""rect"",""x"":206,""y"":818,""width"":10,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,103,"{""name"":""rect"",""x"":373,""y"":840,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,104,"{""name"":""rect"",""x"":393,""y"":842,""width"":14,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,105,"{""name"":""rect"",""x"":420,""y"":829,""width"":13,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,106,"{""name"":""rect"",""x"":454,""y"":822,""width"":17,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,107,"{""name"":""rect"",""x"":519,""y"":816,""width"":16,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,108,"{""name"":""rect"",""x"":630,""y"":820,""width"":15,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,109,"{""name"":""rect"",""x"":662,""y"":821,""width"":15,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,110,"{""name"":""rect"",""x"":697,""y"":820,""width"":12,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,111,"{""name"":""rect"",""x"":758,""y"":824,""width"":14,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,112,"{""name"":""rect"",""x"":782,""y"":821,""width"":15,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,113,"{""name"":""rect"",""x"":141,""y"":967,""width"":13,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,114,"{""name"":""rect"",""x"":188,""y"":949,""width"":17,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,115,"{""name"":""rect"",""x"":216,""y"":935,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,116,"{""name"":""rect"",""x"":259,""y"":942,""width"":13,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,117,"{""name"":""rect"",""x"":309,""y"":928,""width"":14,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,118,"{""name"":""rect"",""x"":336,""y"":942,""width"":14,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,119,"{""name"":""rect"",""x"":375,""y"":933,""width"":16,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,120,"{""name"":""rect"",""x"":401,""y"":947,""width"":16,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,121,"{""name"":""rect"",""x"":426,""y"":946,""width"":17,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,122,"{""name"":""rect"",""x"":454,""y"":954,""width"":15,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,123,"{""name"":""rect"",""x"":495,""y"":953,""width"":15,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,124,"{""name"":""rect"",""x"":514,""y"":953,""width"":12,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,125,"{""name"":""rect"",""x"":614,""y"":961,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,126,"{""name"":""rect"",""x"":637,""y"":947,""width"":15,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,127,"{""name"":""rect"",""x"":719,""y"":934,""width"":16,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,128,"{""name"":""rect"",""x"":752,""y"":942,""width"":17,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,129,"{""name"":""rect"",""x"":778,""y"":942,""width"":17,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,130,"{""name"":""rect"",""x"":820,""y"":957,""width"":14,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,131,"{""name"":""rect"",""x"":148,""y"":1057,""width"":15,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,132,"{""name"":""rect"",""x"":170,""y"":1058,""width"":15,""height"":25}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,133,"{""name"":""rect"",""x"":202,""y"":1039,""width"":16,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,134,"{""name"":""rect"",""x"":218,""y"":1035,""width"":13,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,135,"{""name"":""rect"",""x"":234,""y"":1045,""width"":13,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,136,"{""name"":""rect"",""x"":250,""y"":1032,""width"":13,""height"":33}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,137,"{""name"":""rect"",""x"":264,""y"":1047,""width"":15,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,138,"{""name"":""rect"",""x"":281,""y"":1052,""width"":14,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,139,"{""name"":""rect"",""x"":471,""y"":1058,""width"":14,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,140,"{""name"":""rect"",""x"":504,""y"":1051,""width"":14,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,141,"{""name"":""rect"",""x"":571,""y"":1046,""width"":14,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,142,"{""name"":""rect"",""x"":620,""y"":1046,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,143,"{""name"":""rect"",""x"":655,""y"":1045,""width"":11,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,144,"{""name"":""rect"",""x"":687,""y"":1052,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,145,"{""name"":""rect"",""x"":743,""y"":1068,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,146,"{""name"":""rect"",""x"":769,""y"":1063,""width"":14,""height"":32}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,147,"{""name"":""rect"",""x"":819,""y"":1053,""width"":13,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,148,"{""name"":""rect"",""x"":149,""y"":1175,""width"":15,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,149,"{""name"":""rect"",""x"":190,""y"":1173,""width"":14,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,150,"{""name"":""rect"",""x"":228,""y"":1172,""width"":15,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,151,"{""name"":""rect"",""x"":262,""y"":1169,""width"":13,""height"":30}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,152,"{""name"":""rect"",""x"":314,""y"":1155,""width"":13,""height"":30}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,153,"{""name"":""rect"",""x"":373,""y"":1148,""width"":13,""height"":30}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,154,"{""name"":""rect"",""x"":414,""y"":1151,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,155,"{""name"":""rect"",""x"":473,""y"":1152,""width"":14,""height"":27}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,156,"{""name"":""rect"",""x"":581,""y"":1131,""width"":16,""height"":26}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,157,"{""name"":""rect"",""x"":649,""y"":1154,""width"":17,""height"":30}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,158,"{""name"":""rect"",""x"":676,""y"":1129,""width"":16,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,159,"{""name"":""rect"",""x"":701,""y"":1146,""width"":15,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,160,"{""name"":""rect"",""x"":771,""y"":1157,""width"":15,""height"":28}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,161,"{""name"":""rect"",""x"":798,""y"":1144,""width"":14,""height"":29}","{""neume"":""neume.virga""}"
CantusMA1537 p.22.jpg,1050003,{},282,162,"{""name"":""rect"",""x"":287,""y"":131,""width"":10,""height"":17}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,163,"{""name"":""rect"",""x"":298,""y"":141,""width"":10,""height"":15}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,164,"{""name"":""rect"",""x"":681,""y"":150,""width"":10,""height"":15}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,165,"{""name"":""rect"",""x"":691,""y"":155,""width"":9,""height"":17}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,166,"{""name"":""rect"",""x"":713,""y"":158,""width"":9,""height"":14}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,167,"{""name"":""rect"",""x"":723,""y"":165,""width"":13,""height"":13}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,168,"{""name"":""rect"",""x"":234,""y"":268,""width"":11,""height"":14}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,169,"{""name"":""rect"",""x"":517,""y"":258,""width"":14,""height"":13}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,170,"{""name"":""rect"",""x"":527,""y"":272,""width"":13,""height"":14}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,171,"{""name"":""rect"",""x"":648,""y"":273,""width"":13,""height"":15}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,172,"{""name"":""rect"",""x"":139,""y"":390,""width"":14,""height"":13}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,173,"{""name"":""rect"",""x"":169,""y"":380,""width"":12,""height"":15}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,174,"{""name"":""rect"",""x"":180,""y"":389,""width"":12,""height"":14}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,175,"{""name"":""rect"",""x"":246,""y"":374,""width"":12,""height"":12}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,176,"{""name"":""rect"",""x"":259,""y"":380,""width"":12,""height"":13}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,177,"{""name"":""rect"",""x"":274,""y"":385,""width"":14,""height"":14}","{""neume"":""neume.punctum""}"
